,x1,x2,x3,x4,x5
672011,0.0001078782716373,2808,372,21,855
344332,9.392881628391627e-05,403,47,0,540
246032,0.0003777792951969,2808,110,0,728
868628,0.0002526203052168,2808,369,0,1129
180503,0.0001090227602029,2808,364,0,796
213273,8.255236014636075e-05,2808,462,1,951
180516,0.0002060640657188,2808,369,1,1129
475431,0.0003262778537954,2808,462,1,951
803115,0.0001798775972761,2808,369,0,1129
835894,9.593621498501084e-05,2808,372,1,855
147771,0.00015766437397,141,19,1,951
147785,0.0001946580821273,2808,369,0,1129
803162,0.0001257651134304,406,82,3,540
409954,0.0001306696695647,403,31,30,245
934243,8.255236014636075e-05,2808,364,1,796
999790,9.612788357997008e-05,208,22,0,728
246127,0.0001751229938851,677,67,0,1129
409968,0.0001625276555491,403,52,20,796
16759,8.255236014636075e-05,406,75,6,245
475511,0.0001278569311495,2808,369,0,1129
311674,0.0001539417690681,2808,372,22,855
311680,0.0002704609685218,229,23,11,951
409985,9.33136370316302e-05,403,8,0,728
115079,8.330315867203046e-05,101,19,0,245
1393036,0.0005153600885643,2808,110,0,728
246169,0.00024701535978,2808,369,3,1129
934305,0.0003513917369803,406,3,0,1129
639397,0.0002065814879324,229,37,13,855
803242,8.255236014636075e-05,677,82,2,796
573870,9.724232554448085e-05,2808,372,13,855
836017,0.0001137006961453,403,52,1,796
3391937,0.0001371382187877,2808,10,0,204
16835,9.273028745127638e-05,101,13,1,855
115140,0.000100393078414,2808,372,0,855
541125,0.0001299033442504,2808,99,12,540
934350,0.0001318027938362,406,59,2,855
934367,0.00022247260341,2808,110,0,728
508391,8.255236014636075e-05,677,82,1,796
2802154,0.0002188537236509,2808,110,0,728
1950198,8.255236014636075e-05,28,3,2,155
475650,0.0001301852576997,2808,462,0,951
213510,0.0001086630339104,406,75,4,245
836103,0.0001257675747109,229,23,0,951
672269,0.0002106276075089,162,10,1,796
2507287,0.0004671050015025,2808,10,1,204
573978,0.0002172833782569,141,36,7,855
508443,0.0002155960766944,2808,364,7,796
16925,9.27269201403906e-05,406,75,0,245
3064351,0.000136112612957,2808,110,0,728
344609,0.0001923825732946,2808,462,0,951
148004,0.0001124659287516,2808,110,0,728
16944,0.0001634888161177,141,19,9,951
213561,0.0004318736885611,208,61,0,1129
279097,8.255236014636075e-05,229,29,1,540
770628,8.698159631155509e-05,403,31,0,245
770629,0.0001943408122355,406,75,11,245
574033,9.51806042880129e-05,2808,364,2,796
574035,0.0001670566666176,2808,110,0,728
213590,8.673046508494495e-05,162,37,10,155
737886,0.0006286517545435,229,27,6,1129
2376287,0.0003121216806707,2808,110,0,728
279141,0.0001033414762786,2808,99,19,540
574057,0.0001695128243269,141,36,4,796
410219,0.0001572617630374,403,43,100,855
49774,0.0001823153657514,677,67,10,1129
17021,0.0002224133987063,2808,369,0,1129
49797,0.0001130405179724,2808,364,3,796
639621,8.255236014636075e-05,229,23,1,951
803469,0.0003015132355045,2808,369,0,1129
49806,8.255236014636075e-05,101,17,7,155
574102,0.0002745805833514,2808,369,15,1129
82584,8.772414945859709e-05,162,37,33,155
344729,0.0001297728051461,89,22,3,951
672411,8.429481524125232e-05,2808,462,0,951
17060,8.255236014636075e-05,208,61,1,1129
574119,0.0002363148437307,2808,369,2,1129
737969,0.000168696681905,406,23,0,796
803513,0.0001466019847874,2808,462,0,951
574143,0.0004040163577021,2808,369,1,1129
312004,0.0003045491336237,229,27,0,1129
803533,8.835780757220406e-05,89,22,0,951
82639,8.255236014636075e-05,229,29,2,540
639697,0.0001294635905165,229,11,8,155
246487,0.0001437925918288,406,23,0,796
836312,0.0001956111025302,141,36,7,855
803544,0.0005850686775487,2808,462,6,951
836313,0.0001435059335948,141,19,2,951
377581,0.0001333311764662,2808,462,2,951
672498,9.835755720026704e-05,208,61,4,1129
2114297,0.0001814862731837,89,3,0,728
312062,0.0001159735414622,101,13,1,855
148227,0.0003494328932881,2808,369,0,1129
639748,8.255236014636075e-05,2808,369,1,1129
279308,0.0001406440852116,403,49,0,1129
279315,0.0003774347006164,2808,369,0,1129
2540309,0.0002889140776396,677,3,0,204
836376,0.0002065243826636,229,27,0,1129
475932,0.0001173768586629,2808,364,12,796
3359519,0.0002375853653489,677,3,0,204
770853,0.0001006605534184,403,43,0,855
279337,0.0002492465283636,677,54,28,951
836394,0.0003870701834852,2808,110,2,728
639789,8.255236014636075e-05,406,43,5,155
607028,0.000208943916323,23,6,3,245
82742,0.000228149912645,403,49,4,1129
2802487,0.0003383485761389,208,1,0,204
312126,9.918627333588524e-05,677,67,1,1129
934721,0.000149663129268,95,30,24,855
475980,0.0001244027681886,2808,462,6,951
607053,0.0001504932418656,2808,369,12,1129
148305,0.000110676641342,89,22,8,951
246611,0.0001313742417036,2808,372,73,855
115544,0.0002055978476213,677,54,1,951
115554,8.255236014636075e-05,677,67,1,1129
279395,0.0001423134239896,141,4,0,728
246628,8.328492031937714e-05,677,99,4,540
1000302,0.0001843356679334,2808,110,0,728
50034,0.0001438954309853,2808,364,5,796
607094,0.0001274493920102,2808,462,1,951
607105,0.0001535265535836,229,17,0,796
148355,0.0002027518957621,2808,372,2,855
738182,0.000181289788065,406,59,4,855
803720,9.798454789018093e-05,2808,99,36,540
82831,8.588023810731916e-05,162,37,21,155
934801,8.517150346905884e-05,2808,369,0,1129
213921,0.0001672011340743,2808,369,8,1129
803752,8.255236014636075e-05,28,4,1,245
803757,8.556090624432892e-05,403,52,1,796
771010,0.0001008184469215,2808,372,21,855
607202,0.0003068215929391,208,61,13,1129
17387,0.0002925366796299,2808,369,3,1129
246768,8.255236014636075e-05,141,3,10,540
869364,9.359656956190688e-05,677,54,0,951
902138,0.0001112565800768,2808,364,5,796
1393658,8.623772960967134e-05,2808,364,0,796
148477,0.0001507973843189,677,116,5,855
3523590,0.0004906733243745,208,1,0,204
82955,9.800392928619327e-05,677,116,0,855
574483,0.0001029568961998,677,82,1,796
115733,8.864675254993862e-05,101,30,12,540
312353,0.0001121582630946,2808,462,11,951
312354,0.0001680272062375,2808,462,8,951
377891,9.591570743772692e-05,2808,372,8,855
869409,0.0001391771834661,677,82,2,796
869417,9.774346123935364e-05,208,31,4,951
607283,0.0001610485940829,229,17,21,245
377908,0.0001467940914846,2808,372,13,855
541760,8.937106675993404e-05,403,8,0,728
672835,0.0001723089465374,2808,110,0,728
83013,0.0001726546016877,677,116,32,855
181321,0.0001437523153128,2808,364,4,796
50251,0.0002047680712053,2808,369,9,1129
345168,0.0001624181754177,406,59,10,855
181329,0.0001388227490679,2808,364,3,796
476248,0.0001762188645268,2808,364,0,796
1098849,0.0001958529748806,11,1,0,728
246885,0.0001507123295983,162,37,22,540
2016362,0.0002659924480707,208,22,0,728
1000558,0.000202122685417,2808,110,0,728
869487,8.255236014636075e-05,23,3,1,155
476282,9.305619905652904e-05,2808,110,0,728
181376,0.0003882532480004,2808,364,8,796
836737,0.0001690638074873,81,11,0,796
574597,0.0002140941828021,2808,462,13,951
345227,9.129558173625894e-05,2808,110,0,728
672910,0.0001350851426711,2808,364,60,796
312464,9.039373765287132e-05,50,1,0,951
214162,0.0003007705952596,403,52,29,796
672918,0.0001535265535836,229,27,0,1129
83095,0.0002243112420971,89,8,11,1129
83106,9.08490027982327e-05,403,47,0,540
246960,0.0001400405278992,2808,462,16,951
378041,0.0001447419079755,403,52,3,796
476356,8.255236014636075e-05,162,39,2,245
771269,8.255236014636075e-05,2808,462,2,951
935117,0.000131606091483,406,3,0,1129
640208,0.0009862335054655,2808,110,0,728
607448,0.0002529629656258,677,116,78,855
247004,8.255236014636075e-05,229,37,1,855
771297,9.530922666784108e-05,81,18,4,855
509156,0.0002468216468518,2808,369,1,1129
83194,0.0002462885876938,2808,369,6,1129
3065088,0.0002011107341067,677,3,0,204
476425,0.0005464518450071,2808,110,0,728
345355,0.0002279787371513,2808,462,11,951
247065,0.0001311183009794,2808,369,0,1129
509223,0.000197698279475,2808,462,14,951
574772,0.000147990422264,2808,364,65,796
673082,0.0001204931015654,406,10,0,951
771388,0.0003291007523038,2808,369,0,1129
50493,0.0001680189083748,2808,369,4,1129
1426748,8.255236014636075e-05,81,1,2,728
2508103,0.0008702805635398,2808,110,0,728
869708,0.0001220524480125,406,75,1,245
312657,0.0002318122604843,2808,369,0,1129
345426,0.0003323737662188,406,10,0,951
345427,0.0001049324624711,2808,372,12,855
17748,0.0001502747634334,677,99,26,540
50520,8.255236014636075e-05,677,116,1,855
673114,0.0003542049172245,406,23,5,796
771419,0.0002311619751604,2808,462,2,951
771438,0.0001354093277847,2808,372,171,855
214383,9.40936228917315e-05,2808,364,1,796
738674,0.000100179596047,403,43,1,855
116087,8.255236014636075e-05,2808,462,2,951
476541,0.000107499315857,2808,110,0,728
771470,0.0001192706573178,2808,462,1,951
476558,0.0002638896076854,2808,110,0,728
50581,0.0001034515835154,229,3,1,728
50588,9.64800791759924e-05,2808,364,0,796
935330,0.0003407055932536,677,54,14,951
509356,0.00011830827671,677,82,6,796
378288,0.0002650837736161,208,31,32,951
509367,8.920349762128419e-05,162,39,1,245
673208,0.000111747986669,2808,462,14,951
476599,0.0011745959970683,141,4,0,728
181694,8.255236014636075e-05,162,37,11,155
804289,0.0001157091716073,403,43,11,855
116178,0.0001315098252013,2808,462,11,951
17877,0.0001359735858089,677,54,13,951
181719,0.0001072446240806,2808,369,0,1129
17882,9.708050116387624e-05,162,39,0,245
2999777,0.0002055433043803,2808,10,0,204
3392996,0.0001606628015601,2808,10,0,204
476645,8.255236014636075e-05,141,36,1,855
804338,0.0001245141171648,2808,369,0,1129
935413,9.336392349283614e-05,141,19,0,951
17929,0.0001408278664226,677,99,11,540
17937,0.000136880384651,162,9,1,855
214546,0.0001931979262247,406,23,2,796
607773,0.0001281089467083,677,54,14,951
837150,8.342948488804274e-05,95,21,5,540
575012,8.255236014636075e-05,677,99,4,540
738855,0.0001153836922942,406,82,7,540
149044,0.0001589448563876,677,116,30,855
214580,0.0001711103326158,2808,369,0,1129
181817,9.213083355989686e-05,677,54,1,951
312890,0.0003410291553436,2808,369,22,1129
607804,8.255236014636075e-05,95,6,10,155
214593,0.0004205488564567,2808,369,12,1129
476744,0.0001659468593487,2808,369,0,1129
575051,0.000104836681338,2808,372,14,855
804431,0.0003570528546689,2808,369,4,1129
673360,9.157418669476247e-05,162,39,10,245
509524,8.652371899776122e-05,2808,372,1,855
1590871,0.0003553776382833,2808,110,0,728
2377304,0.0001840995615547,403,0,0,204
443997,0.0001885345980646,229,29,6,540
837215,0.0003618584661779,95,9,14,796
83554,0.0001879710728816,2808,462,19,951
345708,0.0003181318659601,2808,369,0,1129
149102,0.0001804018452514,2808,369,0,1129
804476,0.0001752769756956,162,37,19,155
345734,0.0002195085386814,162,39,17,245
640675,8.519829398853437e-05,406,75,38,245
804516,0.0002450897656662,2808,369,0,1129
149166,9.565226473826832e-05,95,21,4,540
149173,0.0001342914643686,50,1,2,951
837311,0.0001047126954984,2808,462,0,951
116425,0.0002530108373246,2808,110,0,728
673486,0.0005538466739332,229,23,5,951
804559,0.0001688686114657,406,59,8,855
771792,0.0002768684376108,2808,369,4,1129
837328,0.0001076316720094,81,1,0,728
18137,0.0001556283812419,406,82,1,540
607967,8.505474694159342e-05,229,17,4,245
739041,0.0004196099942836,2808,369,5,1129
444140,0.0001475901169679,2808,110,0,728
116465,0.0001609102387556,141,4,0,728
247545,0.0001087542424738,2808,462,4,951
771838,0.0001060689661546,677,67,1,1129
378624,0.0001688386270295,406,82,31,540
18176,0.0001104691280644,677,54,8,951
1459978,8.618224188332604e-05,2808,462,0,951
2639628,0.0010207267948817,2808,110,2,728
50967,0.000346189794381,403,8,0,728
804635,9.83236998106124e-05,2808,364,0,796
313128,0.0001395888696609,81,5,2,951
935739,0.0002790842600187,677,33,2,728
771905,0.0001826160784664,2808,369,13,1129
477001,0.0001428139175641,2808,462,2,951
18258,0.0002141077463742,677,82,19,796
542549,0.0001685248136079,406,75,14,245
673621,0.0001907576990242,229,23,11,951
2115414,9.972664814559043e-05,2808,110,0,728
411487,8.879725520729065e-05,406,0,0,728
903009,9.221883390709444e-05,229,29,6,540
804706,8.255236014636075e-05,81,8,2,245
837486,0.0001049297092369,2808,364,3,796
51066,0.0001211905074154,2808,462,3,951
280445,0.0001041598261224,677,116,5,855
608135,0.0002689192479584,406,10,1,951
83859,9.085074232442804e-05,2808,364,8,796
575379,0.0001379849121041,2808,462,4,951
247699,0.0001482552640159,2808,110,0,728
837526,0.0001357435843014,2808,369,0,1129
608166,8.255236014636075e-05,162,37,2,155
477116,0.0001807717822675,208,31,6,951
313284,0.000292879975531,2808,372,24,855
837592,0.0001167423856574,162,37,5,155
673752,0.000382674199027,677,33,2,728
3065843,0.0001252797237544,2808,10,0,204
215041,0.0002089403605458,2808,369,2,1129
149515,0.0002098902761496,2808,372,10,855
247824,0.0001767214800155,677,54,1,951
215058,0.0003021619471933,2808,369,4,1129
51230,0.0001455429240491,208,22,0,728
182302,0.0004228432853755,2808,110,2,728
51233,0.0001180936412393,406,82,1,540
575522,0.0002034854482516,2808,369,14,1129
935990,8.255236014636075e-05,2808,372,1,855
1984584,0.0003730970188903,677,33,0,728
936009,0.0001696946134183,677,67,0,1129
18513,8.928469104057319e-05,406,10,0,951
84053,0.0002972157388951,2808,364,43,796
641111,8.462255574045728e-05,101,30,0,540
182360,0.0001201619491837,677,116,31,855
673883,9.12563594183677e-05,2808,369,0,1129
772191,8.743442708635789e-05,2808,372,10,855
411745,0.0001274223698994,2808,364,4,796
411761,0.00014301476901,162,37,52,540
280692,0.0001448212281051,2808,462,2,951
673933,0.0002758252800963,2808,369,8,1129
247963,9.195049971019634e-05,2808,369,0,1129
247966,9.175843401855976e-05,162,39,10,245
936095,0.0003000510541553,2808,369,5,1129
51376,0.0001675580538035,2808,364,31,796
313521,0.0001030796495718,2808,369,0,1129
411830,0.0001337169995137,677,82,1,796
936126,8.958459530466234e-05,677,16,0,245
477377,0.0002014414597212,677,116,6,855
575695,0.0001116286867575,2808,364,5,796
674011,0.0001015804748795,406,59,7,855
346336,0.0001258844503612,2808,372,142,855
84209,0.0001505132714142,2808,364,89,796
379125,0.0003573340380415,2808,372,148,855
870646,0.0001670568582996,2808,110,0,728
116984,0.0001345091941481,677,99,7,540
936190,0.0001589465328938,2808,372,19,855
837886,0.0001136027245344,2808,369,0,1129
542976,0.0001242062073306,677,116,7,855
215296,0.0003963367421905,2808,369,0,1129
18691,0.0001692000470395,2808,369,0,1129
117001,0.0001659757459352,677,99,6,540
936206,0.0003869640361155,403,52,31,796
84258,0.0001610330583683,2808,462,1,951
837946,0.0001379232849782,403,52,6,796
280897,0.0001213733818804,2808,110,1,728
182598,0.0001767776263004,2808,372,64,855
117064,0.0001150356961323,2808,99,8,540
2869578,9.134733547076978e-05,2808,10,0,204
543055,0.0003134050218779,2808,99,14,540
149840,0.0002360244873417,2808,369,7,1129
477523,0.0001163625789881,81,8,7,540
805208,9.258515984995603e-05,677,99,6,540
837985,0.000170215758166,403,31,4,951
674150,9.639452132949266e-05,162,9,1,855
805225,0.000147550744771,2808,369,0,1129
674161,0.0001183240354386,229,23,5,951
674163,8.255236014636075e-05,677,99,1,540
280956,9.766457941955886e-05,2808,462,8,951
280960,0.0001314551570148,2808,462,2,951
739713,0.0001698604629508,2808,110,0,728
18828,0.0002466611710985,2808,110,0,728
51603,0.000833840261628,28,1,0,1129
870809,0.0002917817115348,89,8,0,1129
84387,0.0001186696806098,2808,110,0,728
641450,8.52347131542786e-05,406,82,2,540
3426731,0.0005061120256046,2808,10,0,204
772526,0.0001899801181821,677,116,15,855
18862,8.393676295838425e-05,2808,369,0,1129
903609,0.0001634631882335,403,13,20,155
149946,0.0001141434395155,406,82,6,540
608701,0.0001079296608857,101,19,113,245
543169,8.463625186421901e-05,229,23,0,951
3393991,0.0001315093622532,2808,10,0,204
2640328,0.0002384416666712,208,22,0,728
805332,8.255236014636075e-05,2808,372,4,855
149973,9.45288240959948e-05,677,116,3,855
674262,0.0001086349246931,677,116,1,855
772567,0.0001264028779228,2808,372,22,855
674263,0.0001227359632224,2808,462,15,951
215513,0.0002954149816404,677,33,1,728
84446,0.0003010019468486,677,33,1,728
805345,9.620923139412958e-05,2808,369,2,1129
412134,8.255236014636075e-05,141,36,4,855
936425,0.0001602279126576,2808,372,28,855
674310,8.459093666601993e-05,406,75,1,245
346637,0.0001661450679265,406,43,17,155
51736,8.696562283765721e-05,677,116,4,855
674332,0.0003065495695163,23,6,6,540
51740,8.255236014636075e-05,28,1,3,796
150048,0.0002971710463569,208,61,3,1129
18977,0.0003985425807761,2808,364,14,796
1002017,0.0001067524089611,2808,110,0,728
1591840,0.0001395757140055,677,33,0,728
2312742,0.0001149140328002,2808,110,0,728
313899,8.255236014636075e-05,229,23,1,951
150062,9.878851965704842e-05,101,30,5,540
838195,9.79551162738329e-05,677,116,12,855
346684,0.0004169555383686,2808,369,0,1129
248392,0.0001152627896075,406,75,25,245
576072,9.918789288250456e-05,677,82,0,796
936521,0.0001376991263366,50,1,0,951
19029,8.674720852058447e-05,2808,462,0,951
641626,8.255236014636075e-05,28,1,1,951
477787,0.0002110751634943,2808,369,0,1129
838241,8.839166344798672e-05,2808,372,13,855
477793,0.0003355486378338,2808,369,0,1129
182884,0.0004921719034801,2808,462,6,951
117356,0.0001930011864853,677,67,0,1129
772721,0.0002212074844808,677,82,3,796
674417,0.0004356815879476,46,3,0,1129
182900,0.0001706401894298,2808,372,47,855
805493,0.0001067100526554,677,116,0,855
838272,0.0001463049468835,2808,364,26,796
248452,0.0001083878463388,229,29,2,540
739975,0.000113181198599,2808,369,0,1129
772745,0.0001764416359816,2808,369,9,1129
281225,0.0001298733381802,2808,110,0,728
838300,0.0001392629296295,403,47,11,540
150181,8.446597472449765e-05,2808,364,0,796
281254,0.0003384610515255,403,49,3,1129
641709,0.0003845587807464,2808,369,1,1129
608945,0.000180546608808,677,67,22,1129
477875,0.0001406986588125,677,99,33,540
346806,0.0003009906053725,2808,110,0,728
838327,0.0005059190259105,2808,369,0,1129
19133,0.0001018908022292,2808,364,0,796
314050,8.255236014636075e-05,406,23,3,796
51909,0.0003483863454766,2808,372,14,855
936658,8.88283815108572e-05,2808,364,2,796
412393,8.255236014636075e-05,2808,369,1,1129
117490,0.0001366080434146,2808,364,2,796
3361526,8.412324202317451e-05,2808,10,0,204
314113,0.0001254340141841,50,1,10,245
477954,0.0001153781002451,403,43,6,855
838414,0.0002409431570881,95,9,2,796
51992,0.0001881047802702,2808,364,75,796
805661,0.0001280883640237,2808,372,20,855
674600,8.255236014636075e-05,2808,364,1,796
19241,0.0002549818529637,403,52,18,796
84777,0.0001072279617487,2808,462,0,951
314155,9.32143111628581e-05,162,37,1,540
84814,0.0001547375372207,2808,364,16,796
510805,0.0002664031983145,403,49,10,1129
52062,0.000258751480556,229,23,1,951
19297,0.0001558922762665,2808,364,16,796
183139,0.0002183286825775,2808,364,4,796
674662,0.0001037649789406,2808,372,7,855
543595,0.0001773234572103,2808,369,13,1129
772976,0.0001266909231763,677,116,15,855
838524,0.0001111125837609,2808,372,5,855
52093,0.0001089714919989,2808,462,6,951
84886,8.546849176548025e-05,677,82,1,796
1035160,0.0006323540320042,208,22,1,728
805785,0.0003690433126325,2808,364,8,796
838559,0.0001205200880697,95,30,8,855
510885,0.0002705644749988,89,22,2,951
3099573,0.0001153562092597,89,3,1,728
52151,0.0001390622338849,141,36,8,796
215997,0.0001553821371212,2808,110,0,728
674749,0.0002935134679047,162,9,0,855
19392,0.0003205316514865,2808,369,0,1129
773063,0.0003371723327453,406,10,0,951
641994,0.0002029610911205,141,36,15,796
281564,8.255236014636075e-05,89,22,1,951
478173,9.270506354473538e-05,677,67,2,1129
248798,0.000113794560412,2808,364,8,796
2739175,0.0001411669962207,677,33,0,728
510953,0.0004542502412365,2808,110,0,728
314346,8.785191547638709e-05,403,13,6,155
19435,0.0001639835668115,406,75,5,245
936946,0.0001034971540367,81,8,8,540
150530,0.000186789445385,50,6,1,796
314372,0.0002300898738056,2808,364,1,796
347148,0.0001774720330994,2808,462,3,951
183311,0.0001830009389462,2808,462,0,951
347151,0.0004816525154268,2808,369,3,1129
478246,8.255236014636075e-05,677,99,1,540
412710,0.0001050725756099,2808,462,3,951
805930,8.394082500437368e-05,406,43,35,155
937003,0.0001606993081294,2808,462,51,951
412715,0.0001167573399948,229,37,0,855
85038,0.0002377915486148,2808,110,2,728
511029,8.255236014636075e-05,406,43,6,155
248885,8.255236014636075e-05,229,37,1,855
674873,0.0001058821733504,2808,372,14,855
511041,0.0002604230364226,229,27,4,1129
674887,0.0004949854218417,2808,364,23,796
117844,0.0001286134882284,403,47,28,540
248916,8.255236014636075e-05,141,19,1,951
248920,0.0004915841593964,403,49,6,1129
150629,0.00010009485498,162,37,34,155
2444397,8.725417674492099e-05,677,54,0,951
609396,0.000193045790194,2808,372,8,855
2509942,0.0002418123481117,2808,10,0,204
674937,8.672104627176905e-05,89,6,0,796
543867,0.0001172731257786,403,52,19,796
314505,0.0001521757272231,677,54,7,951
937098,0.0002038369065152,2808,364,20,796
2575506,0.0001677631546587,2808,110,0,728
216212,8.255236014636075e-05,2808,364,1,796
52382,0.0001114523802148,2808,364,12,796
3427505,0.0001463555207837,2808,10,0,204
937150,0.0003184900847896,208,61,1,1129
838847,0.0001216949270794,2808,369,0,1129
576718,0.0003032434555381,2808,462,7,951
314576,0.0001244101856343,403,49,0,1129
740569,0.0001033116377463,2808,364,0,796
478426,0.0001367450084723,2808,364,19,796
838875,0.0001344849365575,2808,364,3,796
740576,8.255236014636075e-05,28,4,1,245
838884,0.0001053019827695,89,22,0,951
117990,9.993986228117466e-05,229,37,3,855
216294,0.0001008849905288,406,59,1,855
314600,9.441071536542312e-05,2808,372,33,855
19701,0.0001680802804896,2808,364,50,796
3329291,0.0005191351448287,2808,10,0,204
773392,9.727245400292189e-05,2808,364,2,796
85271,0.0001966421676866,2808,369,0,1129
806168,0.0002912105379283,2808,369,4,1129
511257,9.944874698064936e-05,2808,462,1,951
937242,0.0001457880799665,406,23,0,796
19740,8.95280475639745e-05,677,33,1,728
216348,8.255236014636075e-05,229,17,3,245
773407,0.0001435339439553,406,59,1,855
642354,0.0001625327506854,141,4,0,728
609590,0.0003014636979402,2808,110,2,728
347451,0.0002540449086274,2808,110,1,728
576839,0.0001327152733929,89,22,9,951
380235,0.0001792516019916,677,54,2,951
249175,9.92594980831607e-05,23,6,8,245
281953,0.0001897031394751,406,10,0,951
380259,8.255236014636075e-05,229,17,3,245
806247,0.0001007681667475,403,47,18,540
118128,8.255236014636075e-05,677,54,1,951
19831,0.0001266849464875,2808,369,0,1129
642427,8.255236014636075e-05,162,37,1,155
839037,9.05827242252198e-05,2808,364,0,796
1002889,0.0003115673873556,403,8,0,728
478603,0.0001634595076447,2808,372,20,855
183699,9.35489935388848e-05,81,5,0,951
85397,0.00030412202152,677,67,5,1129
2641312,0.0001023499138694,2808,10,0,204
85410,0.0001320379429747,403,47,3,540
183715,8.255236014636075e-05,2808,372,1,855
118189,0.0002108162036744,403,49,6,1129
3067310,0.0002460304717406,403,0,0,204
19892,0.0001362000405388,2808,462,10,951
937397,8.361874534199213e-05,2808,372,1,855
806336,0.0002835883295469,229,17,8,796
85445,8.255236014636075e-05,677,99,1,540
85448,0.0002188617698496,141,36,11,855
249303,9.534922358018536e-05,2808,364,3,796
740833,0.000181014684105,2808,369,10,1129
183777,0.000103617170319,2808,364,0,796
118243,0.0001648180544421,101,1,0,951
642542,0.0002193056253795,2808,99,63,540
773615,0.0001396262252821,50,0,0,728
19953,0.0001775853941003,677,82,0,796
2674162,0.0001813363049147,677,3,2,204
347639,0.0001589956290412,2808,372,1,855
52736,8.255236014636075e-05,101,19,3,245
773642,0.0001425835520554,2808,99,15,540
216586,8.388908944907447e-05,403,52,1,796
1232396,0.000372152498557,2808,110,0,728
118289,0.0001901409333013,677,82,14,796
675351,0.0005536127485368,677,33,0,728
773666,0.0001236088724272,2808,110,0,728
314923,0.0001455429240491,208,22,0,728
183858,0.0001284227306417,2808,364,46,796
118327,0.0001030870678412,2808,364,14,796
183867,8.255236014636075e-05,28,3,34,155
20028,0.0001112390493724,2808,364,0,796
249420,9.424735670212072e-05,95,30,3,855
1003087,0.0001487262814825,2808,110,0,728
20050,0.0001121325735255,2808,372,9,855
3460695,0.0009460533578505,2808,10,0,204
347741,0.0001994394668642,403,49,0,1129
249444,0.0003441024495947,229,27,0,1129
642664,0.0001138097814245,406,43,11,155
806507,0.0001752414223723,677,82,6,796
118384,0.000112230190329,2808,372,4,855
806523,9.671414900669158e-05,101,30,0,540
806542,0.0001308360556551,101,30,37,540
52900,0.0001239059118999,95,30,21,855
675495,0.0003037408059589,38,10,9,796
675500,0.0003363338553091,2808,110,0,728
609966,8.255236014636075e-05,89,3,3,245
249528,0.0001340989669329,2808,110,0,728
151240,0.000337722221366,406,23,0,796
839369,8.255236014636075e-05,677,116,3,855
806601,0.0007082490896751,406,3,0,1129
3559122,0.0004821749769089,677,3,0,204
577235,0.0001446620506551,677,16,16,245
118493,0.0003187274665859,229,17,2,245
413405,0.0001242556290709,406,10,0,951
315104,0.0001058993405021,229,23,0,951
118503,0.0001431340092297,403,52,0,796
937703,0.0001795743335436,95,21,0,540
184043,0.0002167318238506,2808,369,33,1129
642796,8.255236014636075e-05,2808,369,1,1129
577261,8.255236014636075e-05,23,6,2,245
380651,0.0002220844683255,2808,110,1,728
2674420,0.0002310717768093,403,0,0,204
151290,0.0004030981067808,406,23,11,796
315142,9.070704468618503e-05,2808,462,1,951
741127,0.0001546952991463,2808,110,0,728
839432,0.0004408885529555,2808,369,0,1129
216846,0.0001392321861631,2808,372,11,855
118544,0.0001476591114037,677,99,47,540
85776,9.487477980853917e-05,2808,372,12,855
184091,0.0001447790147993,2808,364,12,796
511773,8.255236014636075e-05,406,43,2,155
380704,9.275086814600192e-05,403,31,18,245
2412330,8.255236014636075e-05,208,22,1,728
85806,8.255236014636075e-05,2808,99,2,540
479028,0.0001035215231685,162,39,17,245
20278,0.0002015150250056,677,82,35,796
741177,0.0001640729779644,2808,462,9,951
380737,9.992042891034052e-05,2808,110,0,728
577358,0.0001366847116796,2808,110,4,728
413524,0.000125033172549,2808,364,51,796
806740,0.0001620279362283,2808,462,1,951
20319,0.0001006900795974,95,30,5,855
741236,0.0004386347326168,208,61,3,1129
184187,0.0001155477905109,406,59,3,855
675710,0.0002545562030062,2808,369,5,1129
151431,0.0002614289198791,403,47,16,540
118664,0.0002223546395397,2808,462,5,951
479113,0.0001013915547032,2808,364,5,796
118665,0.000106128566735,677,67,0,1129
184199,0.0003761707980383,403,49,0,1129
675728,0.0001078174107567,89,8,0,1129
184208,0.0001770572318045,81,3,0,1129
216986,8.255236014636075e-05,208,61,1,1129
85915,0.0001532633462708,2808,372,23,855
806822,8.255236014636075e-05,2808,372,2,855
806829,0.0002411514615997,2808,462,40,951
151469,8.968894841447017e-05,677,99,7,540
479149,0.0002540308951253,2808,369,1,1129
20403,9.099595395495652e-05,403,31,7,245
315336,8.255236014636075e-05,162,37,15,155
184267,9.73995791809488e-05,2808,364,10,796
315339,0.0001777087412617,2808,462,5,951
2478029,0.0003466895199242,2808,110,0,728
151504,0.0002764313864289,2808,110,0,728
53204,0.00011836461873,229,37,0,855
806877,0.0001220403913909,677,16,22,245
479204,9.103456565908284e-05,677,82,0,796
53221,0.0002309001064598,2808,369,0,1129
413683,0.0001296777184339,101,4,1,796
577531,8.255236014636075e-05,95,6,80,155
151549,0.0001266236095585,2808,462,1,951
741380,0.0001200750303414,89,8,3,1129
118791,0.0004082645294088,403,49,2,1129
315403,0.0001308299000288,2808,364,31,796
118798,0.0001976334416704,2808,110,0,728
610339,0.0001632769212745,2808,462,10,951
